title,author,year,abstract
Finding balance between archival principles and real-life practices in an institutional repository,O'Meara E.,2012,"Today's archivists struggle to find a balance between theory and practice in their professional duties, especially when tasked with designing and implementing an institutional repository. This article explores the intersections between theory and real-life practice through a discussion of relevant archival theory and realistic advice, and an examination of how some of these theories were, or were not, applied in the development of the Carolina Digital Repository (CDR), the institutional repository at the University of North Carolina at Chapel Hill (UNC)."
From the general editor: Lyne St-Hilaire-Tardif,Dryden J.,2012,
Cardiff and Miller's Road Trip (2004): Between archive and fiction,Buchanan A.,2012,"This paper uses an installation by the Canadian artists Cardiff and Miller to reflect on the nature of archival relationships and the possibilities of the archive as a fictional device. Road Trip is interpreted as a form of archive, creating relationships between different documentary layers that play out across time. It is suggested that the work's impact derives from the tensions between the evidentiary and the narrative characteristics of the different ""documents."" As an artwork, the constructed nature of Road Trip and its power to evoke an emotional response are obvious and intentional; nevertheless, these qualities are inherent in all archives. Art's power to move reminds us of the need to be aware of the latent and potential layers of meaning within archives and the multifarious relationships they both embody and construct."
"Memory, archives and contemporary art",Lemay Y.,2012,"Archives are intimately tied to memory. Indeed, the metaphor of archives as memory is frequently employed. The aim of this article is to identify the mechanisms at play in the relationship between archives and memory. First, we will survey the work of several archivists who have examined the question of memory from a postmodern perspective. Second, in light of this work, we will see that memory is a complex phenomenon and that, insofar as memory relates chiefly to process, archives are more like ""memory factories"" and, above all else, they serve as ""a medium of memory."" Third, we will attempt to identify the aspects that characterize memory as a process and to measure the impacts on the relationship they establish with archives. To do this, we will evoke the use of archival documents by contemporary artists, a phenomenon which, despite the lack of interest that archivists have devoted to it, has been an important part of the artistic scene since the mid-1980s. Works produced by artists such as Angela Grauerholz, Raymonde April, Emmanuelle Léonard, Michel Campeau, Dominique Blain, Jeff Thomas, Christian Boltanski, and Patrick Altman will help us to better understand how memory comes to the archives, and to realize the open and constantly evolving nature of archives themselves."
From the guest editor: Arrangement and description of archives,Eastwood T.,2012,
The conceptual fonds and the physical collection,Yeo G.,2012,"This paper examines ideas about the fonds, the collection, and the intersections between them. Archivists usually assume that ""artificial"" collections and ""organic"" fonds are mutually exclusive categories, but the author argues that rigid distinctions between ""artificial"" and ""organic"" are unsupportable. Instead, if there is a critical difference between collection and fonds, it lies in the understanding that collections are physical or material, whereas fonds are conceptual entities whose membership need not be physically brought together. Fonds are difficult to circumscribe, both because there is potential for a multiplicity of overlapping fonds and because their boundaries are open to interpretation. Identification of collections is less subjective; although they can be re-formed over time and their internal orderings need not be fixed, their external borders at any given moment are usually easy to recognize. The paper concludes by exploring some possible ways in which archivists might document both fonds and collections and expose their current and past relationships."
"""bad and dangerous work"": Lessons from nineteenth-and early-twentieth-century oxford archives",Darwall-Smith R.,2012,"From the 1860s, Oxford colleges invited external scholars to catalogue their muniments. By looking at how eight colleges' archives were arranged and described between 1860 and 1930, and by comparing them with the Dutch Manual and Jenkinson's Manual, both published in this period, together with some earlier cataloguing work from eighteenth-century Oxford, this paper will show that a preoccupation not only with making the archives accessible but also with making particular records instantly available encouraged the archivists to ignore the provenance of records, breaking up fonds and organizing them according to chronology and subject matter rather than maintaining their original order. The consequence was that they treated the records in their care as discrete items, thus prejudicing content over context. The essay will also consider our own attitudes to archival management today, using a brief overview of government policies, archival theory, and online developments to suggest that, once again, we are concentrating solely on access and ignoring provenance. Finally, it will examine several online catalogues to explore whether, like our late-nineteenth- and early-twentieth-century forebears, we too are in danger of putting content before context."
Original order in digital archives,Zhang J.,2012,"This article reports on the findings of a two-year study designed to investigate the validity of the principle of original order when electronic records are transferred from recordkeeping systems and processed into digital archives. Guided by a knowledge framework identified from archival literature, the author conducted case studies of three digital archival projects to explore the definitions, purposes, and representations of original order witnessed in digital archives. The findings of the study demonstrate a variety of structures and relationships of records created electronically and identified and preserved as such in digital archives, and highlight the possibilities and challenges archivists face in digital archival representation."
Personal papers and MPLP: Strategies and techniques,Oestreicher C.,2013,"In 2005, Mark A. Greene and Dennis Meissner published an article urging archivists to reassess processing strategies to focus less on detailed arrangement and description and more on minimal efforts to provide access to researchers. In 2008, the Auburn Avenue Research Library on African American Culture and History in Atlanta, Georgia, was awarded a grant from the Council of Library and Information Resources to process the personal papers of Andrew J. Young. The grant stipulated the implementation of Greene and Meissner's ""more product, less process"" (MPLP) techniques. This article describes the analysis and strategies behind the decisions made to utilize a variety of processing levels applied to the papers of Andrew J. Young, which cover more than fifty years of his public and private life. The project allowed archives staff to experiment with a range of methods to arrange and describe the collection, from minimal to item-level. Upon the completion of the project, the main lesson learned was that the best way to process a collection is not to adhere strictly to item-level or MPLP approaches but to bring together appropriate techniques from multiple approaches to create a suitable and long-term strategy."
What we talk about when we talk about original order in writers' archives,Douglas J.,2013,"This article suggests that although the discussion of the principle of respect for original order and its application to personal archives has been both enriched and complicated in recent years, considerable confusion remains concerning both the meaning of the principle (i.e., what constitutes an original order) and its significance (i.e., what it is that an original order is thought to communicate). Focusing on the meaning and significance of original order in the specific context of writers' archives, this article draws on interviews with archivists and librarians who work with literary archives and on archival research to argue that archivists need to think more carefully about what we convey about order and its significance in both our theoretical discussions and in the finding aids we create to represent fonds."
Respect which fonds? Personal archives and family businesses in Nova Scotia,Barrett C.,2013,"Ongoing efforts to redefine and deconstruct the boundaries of archival theory are increasingly emphasizing personal archives, but a key issue has mostly been neglected: the natural presence of personal archives among the archives of corporate bodies. Even with a broadening conceptual framework of provenance, there is little theoretical or practical foundation from which to proceed with basic arrangement and description activities when personal archives and the archives of corporate bodies are intermingled. The archives of nineteenth- and twentieth-century family businesses in Nova Scotia are particularly good examples of aggregations of corporate records that include ""hidden"" personal archives. For many families that operated businesses, there was little or no distinction between personal recordkeeping and business or professional recordkeeping. Drawing on examples of personal archives found among family business records held at the Dalhousie University Archives in Halifax, this article demonstrates that materials of this nature challenge strict distinctions between personal archives and the archives of corporate bodies. It provides a discussion of provenance and the boundary of the fonds, and suggests that archivists may be working with hybrid aggregations of materials that can be attributed to individuals and corporate bodies. The article then introduces the concept of work identity, a workcentric identity formation that can be a useful perspective from which to consider how work influences the manner in which a person or family creates, accumulates, and uses records and information."
Safe space: The Riot Grrrl collection,Keenan E.,2013,"Riot Grrrl, an early-1990s teen feminist movement, adopted punk's DIY modes of expression to encourage girls to address their shared oppression. The Riot Grrrl Collection, held at New York University's Fales Library & Special Collections, documents the movement through the personal papers of those who were active in its formative years. This article uses the lens of feminist ""safe space"" to look at the collection from two perspectives: that of its founder, Lisa Darms, who is senior archivist at Fales, and that of ethnomusicologist Elizabeth Keenan, a scholar who has worked extensively with the collection. The concept of safe space was crucial to the all-girl meetings, dance parties, and bands that formed the foundation of Riot Grrrl. The authors argue that the safe space of Riot Grrrl created an intimate counterpublic - that is, a space where girls established a feminist community through shared texts - but one that sometimes worked against its own intentions: boundaries erected for safety sometimes led to exclusion along lines of race, class, or gender identity. The authors extend the idea of safe space to issues of collection building from and within activist communities; to ideas of intimacy and privacy as they play out for donors, for researchers, and in the special collections reading room; and to the tension between the desire for access to activist history versus the requirements of archival preservation. The article examines how iterations of safe space are enacted across the personal papers in the Riot Grrrl archive, through both the materials themselves and their place in the archive."
The procrustean bed: A history of the arrangement of the Al Purdy Fonds,Heil J.M.,2013,"In 1969, Queen's University in Kingston, Ontario, purchased the first set of papers from Al Purdy, one of Canada's foremost literary figures of the twentieth century. Over five decades and eleven accruals, a number of archivists have left their signature on the organization of these papers. This varied influence on the arrangement of the fonds has resulted in a scattered sequence of incompatible series. This case study examines the factors that influenced the practical application of arrangement theories in one institution, Queen's University Archives, from the perspective of an archivist having to navigate different contexts of arrangement throughout the acquisition history of the fonds. Through interviews with the donor and with former archivists, who had arranged specific accruals to the Al Purdy Fonds, as well as through research into the institutional practices and training of Queen's University archivists, the article examines the milieu in which series and sub-series expanded and were altered within one fonds. The article also examines how traditions of arrangement are created and propagated over time, and how the misguided pursuit of ""original order"" over an entire fonds can perpetuate false constructs."
From the guest editors: Perspectives on personal archives,Carter R.,2013,
Toward the archival multiverse: Challenging the binary opposition of the personal and corporate archive in modern archival theory and practice,McKemmish S.,2013,"This article points to the binary oppositions that characterize modern archival theory and much practice in the English-speaking archival world, with particular reference to the way they are manifest in the Australian context. At a time when mergers of library and archives institutions are increasingly an option, it is appropriate to consider in particular the impact of the binary construct of the manuscripts tradition in libraries on the one hand, and the focus of most national and state archives on government records on the other. In this article, we challenge the binary opposition of the personal and corporate archive, drawing on records continuum, postmodern, and postcustodial archival theory as developed in Australia and elsewhere; Indigenous ways of knowing; and emergent thinking on co-creation, the multiple simultaneous provenance of records, and the archival multiverse. We point to the need for archival research and theory building relating to the plurality of personal and corporate record-keeping behaviours and cultures in the context of the complex interrelationships between ""evidence of me"" and ""evidence of us"" in the continuum, and in the online cultures and shared spaces of our digital worlds. We conclude with some suggestions about the rich possibilities for further research on personal recordkeeping in these contexts."
Improving access to the records of landed estates: Balancing archival and user perspectives,Mathias J.,2013,This paper draws on the findings of doctoral research that surveyed and evaluated from the perspective of the user past and current archival cataloguing methodologies for the records of long-lasting landed estates in the UK. It reports on the findings of focus groups that explored users' opinions of a sample set of descriptive paper and electronic finding aids of various depths and levels. The results reflect user views that are important to current professional practice. These range from heavy reliance on assistance from archivists to lack of awareness or very limited use of key online archival finding aids and related resources. Just as important was the strong desire for access to paper finding aids as well as electronic ones for research purposes. Convincing arguments were made for retaining both formats at a time when professional efforts have focused more on online delivery.
The general editor and the guest editor respond,Dryden J.,2013,
Letter to the editor,Greene M.,2013,
Past imperfect? reflections on the evolution of Canadian federal government records appraisal,Bailey C.A.,2013,"Well-documented appraisal decisions, based on established archival theory and practice, and appropriately taken within a legal and policy framework, are essential in a government context, as archivists are increasingly held directly accountable by society for their recommendations to preserve or destroy records. An examination of Canadian federal records disposition and appraisal methodology and its documentation shows a long-term evolutionary progression through several different eras. Experience gained through the practice of appraisal within the most recent era, combined with research into the development of Canadian federal records disposition practices over the past 140 years (including evidence from the archival holdings and operational records of Library and Archives Canada) demonstrates that there are fundamental principles and key concepts that can and should support appraisal documentation. Such documentation, it is argued, should also be based on four core components - context, description, analysis, and decision - regardless of the specific methodology, process, or approach that an archives might use. It is argued that these principles, concepts, and components, rooted in history and actual practices, should be the foundation for the documentation necessary to account for appraisal decisions."
"Study in documents Indian department headquarters records, 1844-1861: A case study in recordkeeping and archival custody",Russell B.,2013,"This study describes the records management system and practices of the Indian Department headquarters, 1844-1861, the period during which the civil secretary to the governor general served as superintendent general of Indian Affairs (SGIA). In the history of Indian Department recordkeeping, the period was a preface to transition. The SGIA office was small; its practices reflected a laissez-faire approach to business; its records world was one of dockets and letter books, registers and abstracts, document forms that are unfamiliar to much of the researching public today. Momentous changes were to come in the last quarter of the nineteenth century, when a paper explosion occasioned by geographical expansion and the demands of assimilation policies forced the agency to address the inadequacies of a records management system designed for a less complex bureaucracy. The article then sketches the route by which the records of the SGIA office travelled from contemporary use through semi-active departmental storage to archival custody and to their present state of arrangement and description at Library and Archives Canada."
"Reaching out, reaching in: A preliminary investigation into archives' use of social media in Canada",Duff W.M.,2013,"This paper reports on two preliminary studies that investigated aspects of archives' use of social media: an environmental scan of Canadian archives and a focus group study of archival users. The environmental scan examined the use of social media by 648 archives and noted the degree of user engagement with a selection of social media services. The data were collected over a two-month period, from 11 November 2011 to 10 January 2012. The focus group study consisted of five sessions, each with four to seven participants, for a total of twenty-eight participants. The studies found that, with a few exceptions, archives were making minimal use of social media to attract users, user engagement was still relatively low, and the participants in the study had a number of concerns about contributing to social media. However, the participants in the focus groups also saw the potential for social media to democratize the archives, contribute to the public good, allow for a richer historical record showing different points of view, and, ultimately, increase their engagement with archives."
Lester J. Cappon and the creation of records: The diary and the diarist,Cox R.,2013,"This article is an exploration of Lester J. Cappon as an expert in historical evidence, documentary editing, and archival theory and practice, and of his own creation of archival sources and sense of leaving behind documentary traces for future researchers. It considers how Cappon used his diary as a memory device to document his life, career, and family, as well as a means to prod himself about his own scholarly projects (especially his concern about how to manage his time). It reviews the mechanics and physical characteristics of the diary. One would expect an individual with his interests and professional abilities to be more self-reflective about the diary process - and we are not disappointed. He wrote both to be read and remembered, including in his entries highly personal comments about himself and his career, as well as his family and colleagues. Cappon often used the diary as a means to reflect on his own career and its possibilities, especially as he reached his retirement years. It is also clear that he wrote the diary with a future audience in mind, many of the entries having a formality in expression and explanation."
A system of their own: Records creation and recordkeeping in canada's department of external affairs in the 1920s,Shumilak A.,2013,"This article explores aspects of the political-legal-constitutional context of Canada's Department of External Affairs. Specifically, it traces some of the changes made to the department's records creation and recordkeeping systems in the 1920s, initiated by an increased responsibility for the conduct and administration of Canada's foreign affairs activities. Underlying this analysis is a recognition that by striving to understand the historical and organizational context of External Affairs, users and archivists are also able to achieve a more complete understanding of the records that were created at that time. In this way, the article contributes to a much broader archival discourse, which centres on encouraging the study of the history and context of archival records."
A PIM perspective: Leveraging personal information management research in the archiving of personal digital records,Bass J.,2013,"This paper investigates the often oversimplified personal digital archiving environment to expose the many nuances in the context of the creation and use of records by individuals in the digital era. It specifically examines personal digital recordkeeping strategies, appraisal decisions, and identifications of value, as well as digital preservation practices from the perspective of Personal Information Management (PIM) studies through a review of pertinent literature published outside traditional archival journals and monographs. Through explorations of how people create, collect, organize, maintain, and (re)access digital information, PIM research complements our existing knowledge about personal digital records and reveals additional information about these materials heretofore undisclosed by archival scholarship. This paper suggests that a genuine understanding of the processes of records mediation occurring in the precustodial environment of personal digital archives is integral to the discovery and exploitation of their requisite provenancial information."
Archives: Public awareness and engagement,Heron C.,2014,
Coming up with plan B: Considering the future of Canadian archives,Millar L.,2014,"Changes in direction at Library and Archives Canada highlight a more fundamental crisis: traditional archival operations risk obsolescence in the face of technological transformation. The linear approach to acquisition, preservation, and access is premised on a physical, custodial model of service: archival materials must be housed in archival institutions in order to receive archival care. This custodial orientation is exacerbated in Canada because the total archives philosophy, and the subsequent archival system approach, have both encouraged the unattainable dream that archival management can be encyclopedic, collective, and controlled. How can archivists acquire, preserve, and make available a valuable collection of archives in a digital age when the nature of digital records is that they are dispersed, unregulated, and selective? The best strategy for protecting records in today's digital environment is not to save an outdated, custodial model, which marginalizes archival institutions, but to take a risk-based approach to records and archives service, helping organizations and individuals protect their digital documentary evidence in both custodial and non-custodial environments. A new strategy will help the Canadian archival community achieve its ultimate goal, which is to help society create and capture records in order to support accountability, foster identity, and protect memory."
Final archives: A start of course: Revisiting the life cycle and continuum Records,Lemay Y.,2014,"Advancing the position that, in order to be fully archival, records must be considered from the perspective of their use by researchers, the goal of this article is to integrate this dimension into archival models and to consider how it changes our understanding of their temporality. Far from being a final step, definitive archives appear to be instead the beginning of a trajectory that is necessarily open and evolving. This working hypothesis is first examined through the lens of five elements that, according to the authors, characterize definitive archives in the classic sense. Then, a review of the principal aspects of the life cycle model and its criticism by postmodern archivists leads the authors to discuss the records continuum model and its limits, chiefly silence with regard to the use of archives. Next, by highlighting the use of archives for creative purposes, the authors demonstrate that a new dimension to the records continuum appears, which is characterized by four elements: a framework, emotion, terms and conditions of use, and the dialectic vision of archives. Finally, it is possible to create a different concept of their temporality that shows that the moments of creation and preservation are necessarily aligned with a moment of use characterized by the various types of uses of the records. The authors conclude that there is a possibility of expanding the records continuum model by adding a fifth dimension: the use of archives."
To know ourselves: Archives,Symons T.,2014,
Disorder: Vocabularies of hoarding in personal digital archiving practices,Chen A.,2014,"The image of the “digital hoarder,” buried under the disorganized turmoil created by the volume of his digital possessions, has become an increasingly popular way for individuals to describe their everyday digital collecting habits. This article argues that such self-characterization offers valuable insights into the psychologies of personal archiving practices. It examines the ways in which hoarding can expose and interrogate assumptions and biases about the act of organization, and traces an emergent cultural attitude toward hoarding, not as indiscriminate and disorganized accumulation, but rather as a struggle to sculpt a sense of self and purpose through one’s possessions. It then considers how “digital hoarding,” as a subculture of recordkeeping, can inform our understanding of how and why digital personal archives are shaped and maintained. A deeper understanding of hoarding, and of record creators’ self-defined analogues between hoarding and their digital personal information management practices, can benefit endeavours to educate the public about personal digital records management, by encouraging archivists to take into account more fully the organic ways in which individual organizational practices have developed. In these ways, this article seeks to balance archival outreach efforts with what the digital public can teach the archival profession about itself."
Just let it go? controlling reuse of online holdings,Dryden J.,2014,"This article examines the ways in which American archival repositories attempt to control further uses of their online content, their reasons for doing so, and the role of copyright in such practices. In a study based on 96 repository websites, 66 survey responses, and _8 interviews with staff, the data revealed that institutions use technical measures to limit image quality or prevent copying and also establish terms and conditions that govern further uses. In some cases, a repository may be protecting its legitimate copyright interests, but in most other cases the repository is not a rights holder. Unfortunately, conditions placed on further uses are often linked to copyright, even though controls are intended to ensure attribution, generate revenue, or track use. Archives should re-examine their policies on reuse of holdings to make sure they are not invoking copyright in ways that present a barrier to the use of online documentary heritage."
Digital content: Business models,Weir L.,2014,
Integrity and accountability: Why it matters,Waiser B.,2014,
Archives and the heritage community,Morrison D.,2014,
Kicking off the women’s “Archives party”: The world center for women’s archives and the foundations of feminist historiography and Women’s Archives,Lubelski S.,2014,"Proposed in 1935 by feminist pacifist Rosika Schwimmer and dissolved only five years later, the World Center for Women’s Archives (WCWA) is now remembered as a mostly failed experiment. Current scholarship suggests that the organization’s sole long-term contribution was the preservation of women’s historical materials that would form the basis of more significant women’s collections. However, a more in-depth analysis reveals that, beyond acting as a repository, the WCWA was an innovator in the fields of women’s history and archives. The organization’s understanding of the power of the archive, including the role of the archive in shaping historical memory and the politics of exclusion that governed the building of an archival collection, had a profound influence on the Archives’ ideologies. In the quest to recover women’s history, the WCWA emerged as a counter-archive, employing alternative approaches to historical documentation and knowledge production in order to represent the female experience more widely. The guiding principles and practices of the WCWA can be seen as foundations of the feminist historiographical paradigm, the women’s archive movement, and archival scholarship more generally, particularly in relation to marginalized groups."
From settler colonialism to the age of migration: Archives and the renewal of democracy in Canada,Madokoro L.,2014,
"Archiving feminism: Papers, politics, posterity",Dever M.,2014,"This article explores the process of securing for the National Library of Australia Merle Thornton's personal archive, which documents decades of feminist activism. Thornton, a noted figure in Australia's early second-wave women's movement, is best known as one of the ""Bar Room Suffragettes,"" who in 1965 chained themselves to the front bar of the Regatta Hotel in Brisbane, demanding women's right to drink alongside men in public bars. In reflecting on the process of securing these papers, the author poses a series of questions concerning archives and aging, the folding of personal history into collective memory, and the role of archival source material in determining the conditions of possibility for writing histories of feminist activism. Further, in reflecting on her own role in the project, the author asks whether it is possible to perform the work of ""archiving feminism"" on radically non-nostalgic terms that challenge the discursive positioning of second-wave activists as a generation whose political legacy is threatened by a contemporary ""culture of forgetting."" Finally, the article necessarily engages with the tension between the archive as a memory device and the archive's entanglement with anticipation and futurity."
Toward a “Third order” archival interface: Research notes on some theoretical and practical implications of visual explorations in the Canadian context of financial electronic records,Lemieux V.L.,2014,"This paper addresses challenges related to abstraction and representation of archival records and makes a number of theoretical and practical contributions to discussions in the archival literature on this topic. Reporting on an interdisciplinary research project aimed at creating a high-level interactive reference model of the Canadian context of financial electronic records, it contributes a framework for theorizing about societal context as a domain ontology and an approach to establishing the boundaries of societal context. It also draws upon information systems theory, in particular representation theory, to extend the theory of records as representations. It then moves on to discuss experiments in developing a prototype interactive visual representation of a domain ontology of the Canadian context of financial electronic records, suggesting that interactive visual representations that combine features of ontology editors and builders with features of tools for visual analysis may provide a good foundation for “third order” archival interfaces. “…in the third order of order, knowledge doesn’t have a shape. There are just too many … ways to make sense of our world.” – David Weinberger “New knowledge today materializes at the boundaries of existing disciplines.…” – Kapil Sibal"
"The Canadian Archives Summit, 2014",Wilson I.,2014,
The admissibility of business records as legal evidence: A review of the business records exception to the hearsay rule in Canada,Force D.,2014,"Records professionals play an important role in increasing the likelihood that business records will be admitted as evidence. This article discusses the business records exception to the hearsay rule and the ways in which business records may be tendered as evidence in Canada. By reviewing Canadian case law, the author examines several criteria that could contribute to a judge’s decision to admit a business record as evidence and identifies ways that records professionals can help their organization satisfy each of the criteria. It is argued that the act of sound and structured recordkeeping helps an organization increase the likelihood that its business records will be admitted as evidence."
A genre-based investigation of workplace communities,Foscarini F.,2014,"This article discusses various key concepts involved in Rhetorical Genre Studies (RGS) and some of the theoretical frameworks frequently applied by RGS scholars, with the purpose of demonstrating their relevance to the archives and records management domain. By drawing on activity theory, distributed cognition, and situated learning in particular, the article explores the characteristics of professional communication practices, one of the central concerns of RGS. Understanding how organizational actors collaborate, how they construct and reconstruct their collective identities, and how they enact the genres, or cultural tools, that are the outcome and means of their activities is important to situate records creation and use within the actual practices of workplace communities. A genre-based investigation of writing as a complex, multi-functional, and multivocal activity and of learning as a continuous organizational process inherent in the active participation in professional communities will reveal underrated dimensions of record-making, thus contributing to the enrichment of the theory and practice of records management and archives."
Developing archival standards,Dancy R.,2014,
Making an archival golden age in the changing world of digital scholarship,Gaffield C.,2014,
The role of archives in a digital society: Now is what matters,Theimer K.,2014,
"Death, memorialization, and social media: A platform perspective for personal archives",Acker A.,2014,"This article examines the memorialization and bereavement practices of social media users as they relate to the creation, access, and circulation of personal archives. As personal archives expand to include content created and stored on social media platforms, it is incumbent upon archivists and individual archive creators to consider how access to user profiles, personal collections, and continued interaction with profiles of the deceased are shaped and affected by platform functionalities. Because platforms govern how users are represented in systems, they also shape the contexts of creation and future access to personal information. There exist representational and access limits in these platforms because social media data rely on networked resources for contextual integrity, which raises questions about the ongoing management of personal information after a user has died. The authors present interview data that suggest social media users consider profiles to be personal archives despite evidence that platform functionality may heavily restrict future access and the ability to memorialize collections or add layers of context after a creator has died. The authors argue that, when theorizing and building personal archives, archivists as well as individual creators should adopt a platform perspective that includes preserving the contextual integrity of networked data, confronting shifts in the persistence of platforms, and clarifying archival expectations to provide access to personal collections created with social media platforms."
"Stewarding collections of trauma plurality, responsibility, and questions of action",Nathan L.P.,2015,"There are dedicated efforts around the world to steward material related to human atrocities, with aspirations to acknowledge, learn from, and perhaps lessen the probability of further harm. Yet for the archivists charged with stewarding these collections, there remain ethically fraught questions of how to do this work. Through this article, we identify systemic, structural challenges that confront efforts to ethically steward collections of trauma. Our scholarly reflections are grounded in the context of an institution being created to hold materials related to Canada's Truth and Reconciliation Commission (TRC). We reflect on ongoing discussions with those involved in the inception and development of the National Centre for Truth and Reconciliation (NCTR) and our review of court documents and media accounts related to the TRC and development of the NCTR. We call attention to the assemblage of socio-technical, political, and legal forces that influence the actions of those managing collections of trauma. We highlight how those involved in the NCTR's development are participants in and descendants of Canada's legacy of colonizing initiatives (as are we, researchers studying the NCTR's development). To support those facing questions of action in this complicated space, we draw on the work of Iris Marion Young to inform archivists' practice related to the issues of conflict, plurality, agency, and distrust that underlie the design and management of collections of trauma."
Radicalizing the politics of the archive: An ethnographic reading of an activist archive,Pell S.,2015,"Debates about the politics of the archive centre largely on the archive's role in knowledge production. Often critiques focus on the archive's control of information and its use in maintaining privileged groups' power. Within these debates, it is often institutional archives (e.g., government, university, professional organizations) that are discussed and, as a result, archival power is largely conceived of as domination. In this article, I seek to re-imagine the politics of the archive from the perspective of autonomous archives and from activist archival practices in order to explore archival power as an enabling force. I draw upon fieldwork at the 56a Infoshop Archive and from the Southwark Notes Archive Group, both in London, England. Using an ethnographic approach, I focus on the formation of the Archive and its activation in political struggles, examining the relationship between archiving, knowledge production, and political practices. I argue that autonomous, activist archives reaffirm the archive as a key site of political power, yet at the same time they subvert the archive's role as a tool of domination. By collectivizing knowledge production and operating as spaces of empowerment, these archives radicalize the politics of the archive and point to possibilities for democratic politics more broadly."
"Aging, activism, and the archive: Feminist perspectives for the 21st century",Chazan M.,2015,"This article investigates the process of a collaborative, community-driven initiative to create an archives for the Grandmothers Advocacy Network (GRAN), a national Canadian organization. Based on records, key informant interviews, and the authors' participation in the process, the article points to two salient limitations in archival scholarship: (1) the existing gap in considering how intergener-ational relationships might form around, and potentially shape, collaborative archives; and (2) the scarce attention given to how, by whom, and to what effect older women's lives and associations are being recorded and represented. From a feminist perspective, an examination of GRAN's archival process is brought to bear on key debates within scholarship on critical archival praxis, troubling the integrity of the often upheld “alternative versus mainstream” binary, and suggesting that the associated assumptions are overly simplistic. Most significantly, the article reveals that, through archiving, GRAN members are actively staking out their relevance as contemporary social change actors, challenging dominant discourses about older women's passivity, and insisting on being remembered for their engagement and activism. In the context of population aging that is pervasive, unprecedented, and feminized, their archival work also begs a salient shift in thinking about aging and the archives - moving beyond notions of older people as end-of-life “donors” of records to recognizing their important roles as archives creators and users."
Explaining ourselves: 40 years of Archivaría,Millar L.,2015,"In 2015, Archivaria and the Association of Canadian Archivists both celebrate 40 years of existence. This anniversary coincides with another milestone from 1975: the publication of To Know Ourselves, the report of the Commission on Canadian Studies (also known as the Symons Report), which identified Canadian studies as a critical tool in the quest for an understanding of Canadian identity. In keeping with the Symons Report's call for self-knowledge, this overview article explores four specific themes addressed in the pages of Archivaria over the past four decades: first, the role of archival education and the question of whether an archivist in fact needed a formal education, and if so, what should be studied; second, the nature of the archival profession and the debate about whether the archivist was and should be a historian, information manager, librarian, or other; third, the nature and relevance of archival theory and the discussion of what such theory comprised and how definitive it might be in a postmodern age; and fourth, the history of the profession in Canada and internationally, and the exploration of how records, archives, and archivists have evolved in Canada and elsewhere in the world over many centuries. The article concludes by calling for more exploration of these same themes, which remain as valid today as they have been over the past four decades as a means of helping archivists in Canada and around the world “explain ourselves”."
Toward the archival stage in the history of knowledge,Nesmith T.,2015,"The socio-political weakness of archives is a fundamental problem in modern democracies. Archivists do not have sufficient authority and resources for their work because citizens are not fully aware of the actual uses and community benefits of archives. Thus, societies do not place enough social and political pressure on institutions to make their archives available. Yet these uses have become so numerous and extraordinary that it may be possible to say that human knowledge and society are beginning to be shaped by and depend on archival materials as never before. Have we entered what might be called the archival stage in the history of knowledge?."
To understand ourselves: Introduction to the 40th anniversary issue of Archivaría,Douglas J.,2015,
The archiving “I”: A closer look in the archives of writers,Douglas J.,2015,"In 2009, in this journal, Heather MacNeil and I published “Arranging the Self: Literary and Archival Perspectives on Writers’ Archives.” Drawing on the critical literature on life writing, the article introduced the concepts of the “archiving ‘I’” and of “coaxers and coercers” to talk about the various agents that shape an archive over time, and to argue that the creation of an archive is a type of performative act. Here, the concepts are examined in more depth, drawing on research in the archives of eight Canadian and American writers, to show how the work of the archiving “I” and of coaxers and coercers affects the development of writers’ archives and to suggest the implications for the development of theory for personal archives."
