title,author,year,abstract
Memory-making: A review of the community heritage grant program 1994–2018,Gibbons L.,2019,"The Community Heritage Grant Program (CHG) run by the National Library of Australia is an institution in the Australian cultural heritage landscape, providing foundational support to many small organisations who work in community memory-making. In this paper, the author presents the findings of her research into who and what is being funded by the CHG Program, and what the program highlights about community memory-making needs. Drawing from 23 years of public data, this research raises questions about the CHG Program model and its validity and purpose in a changing social and technological environment. Ultimately, the lesson from this study is that more research is required to identify and better understand Australian perspectives of community archives and memory-making."
What is the Australian national maritime museum ilma collection?,Sweeney D.,2019,"The Australian National Maritime Museum (ANMM) in their Darling Harbour warehouse store just over one thousand Ilma. The Ilma are performance symbols of Bardi law and custom, which tell stories of the lands and seas of the Dampier Peninsula, King Sound and surrounding islands of Western Australia. Ilma performances are public and meant for all to see. The ANMM in 2007 resourced detailed documentation of the collection. In 2018 the collection still does not appear on the online catalogue and remains unavailable for public view. While recent efforts have been put into the collection there are important questions to be raised about the responsibility of museums to collections that have contested meanings and serve multiple purposes."
Information technologies and indigenous communities,Ormond-Parker L.,2019,
Exploring the applicability of the semantic web for discovering and navigating australian indigenous knowledge resources,Corn A.,2019,"Semantic Web ontology files can be flexibly programmed to delineate metadata relationships in machine-readable formats to create relational pathways for discovering resources both on and off the Internet. There is a global community of Semantic Web developers and users across a broad multi-disciplinary range of interests who create and share extensible open-source ontologies. In this article, the author will explore the functionality of Semantic Web techniques for representing the ontologies of relatedness through kinship that typically underpin Australian Indigenous knowledge systems, and investigate their potentials for meeting persistent demands among leading Australian Indigenous collections creators and users to be able to search and discover their hereditary knowledge resources in ways that reflect and reinforce their enduring cultural values, ways of knowing and rights-management concerns."
‘Around the Meeting Tree’: Methodological reflections on using digital tools for research into Indigenous adult education in the networking tranby project,Goodall H.,2019,"The authors reflect on the methodology of using digital tools to learn about the experiences of Indigenous people enrolled from 1980 to 2000 as adult students at Tranby, an Indigenous-controlled post-secondary college. This collaboration between Tranby and the University of Technology Sydney drew on debates in post-colonial studies, oral history and archival studies. The authors found that participants prioritised personal control in all social media communication and engaged most actively in person-to-person communication to take part in this research. Participants were eager to share memories of student experiences but they have preferred to contribute to online publications which focused on activities, rather than on individuals. To support participants’ desire for control over digital communication, the authors slowed the pace of online outcome development to allow flexible and ongoing consent arrangements along with non-custodial approaches to oral, archival, photographic and material collections."
Diverse socio-technical aspects of a digital archive of aboriginal languages,Bow C.,2019,"A socio-technical approach is taken to explore a digital archive of Australian Indigenous cultural heritage. The Living Archive of Aboriginal Languages is considered in terms of what it is currently doing and what it was intended to do. Two ethnographic stories focusing on user interactions and the outcomes of an online survey serve to evaluate the effectiveness of the Archive from the perspective of different users. This is then juxtaposed with a consideration of the original grant application, outlining what was envisaged for the project. This analysis serves to highlight some of the contingent relations and diverse socio-technical aspects of a specific knowledge infrastructure, as it allows multiple forms of interaction, new connections and generative activities as people discover, access and interact with the content now and into the future."
Administration of the aurukun archives held at the Australian institute of aboriginal and torres strait Islander studies,Maidment E.,2019,"The Aurukun archives held at the Australian Institute of Aboriginal and Torres Strait Islander Studies were initially developed in accordance with a ‘before it is too late’ model. In response to national controversy over proposed bauxite mining on Wik land, the Institute reorientated its documentation strategy towards collaborating with the Aurukun community. Wik people were not so much the subjects of the archive, but collaborators in its production. The outcome was an extensive multimedia archive which underpinned the Wik native title claim in 1993. Since then the collaborative relationship between the Institute and the Wik people has lapsed. Intermittent attempts to repatriate parts of the Aurukun archives were not successful in the long term. While revising controls over key Aurukun record groups, current Institute staff became aware of the extent and some of the strengths of the Aurukun archives. The staff have been attempting to revive the community’s awareness of their archives and their interest in them. Although the community’s interests presently have a different focus, revived collaboration between the Institute and the Aurukun community could result in some form of distributed custody and control of the Aurukun archives which may be of value to Wik society."
Ara irititja and ara winki in the APY lands: Connecting archives to communities through mobile apps on portable devices,Dallwitz D.,2019,"Ara Irititja is an enduring and multifaceted project that returns and collectively documents Anangu historical material and preserves it for the future. This paper explains why the archival project has been so effective in engaging Indigenous communities and what it is doing to ensure its longevity. In particular, the paper provides details about a new pilot project which has resulted in a software application entitled Ara Winki No. 1, ‘a whole lot of stories’, specifically for use on portable electronic devices, which delivers historical and cultural content of relevance to Anangu in local languages and works to connect the existing archive to younger generations."
"Between policy and practice: archival descriptions, digital returns and a place for coalescing narratives",Huebner S.,2019,"The Strathfieldsaye Estate collection at the University of Melbourne Archives is discussed in relation to recognising, protecting and reclaiming Koori (First Peoples of southeast Australia) heritage. The settler collection includes early 1900s photographs of Koori people within two distinct albums – a family album that includes a series of studio portraits of Koori adults and children, and an album depicting Koori families on Ramahyuck Aboriginal Mission Station. In the past, these albums have been defined by, and limited to, traditional archiving practices excluding Koori interpretation, authorship and social context. Restoring Koori ownership and authorship of intangible heritage plays a large part in consolidating ancestor photographs with Koori perspectives of identity and culture."
"Correction: Ara Irititja and Ara Winki in the APY Lands: connecting archives to communities through mobile apps on portable devices (Archives and Manuscripts, (2019) 47, 1, 10.1080/01576895.2018.1547652)",,2019,"The following provides a description of the changes made to this article since the original version was published online. Page 16: In footnote 27, the following text appeared: “For a more comprehensive overview see: ‘Appendix A: Web Resource Table’ compiled by Christel Rachinger and Susan Lowish included in the industry report ‘What’s Ya Story: The Making of a Digital Storytelling Mobile App with Aboriginal Young People’, the University of Melbourne and the Australian Communications Consumer Action Network, 2014. See also: ‘iDecolonize: A Review of Indigenous Language-Learning Apps’, available at <https://rising.globalvoices.org/blog/2013/06/21/idecolonize-a-review-of-indigenous-language-learning-apps/>, accessed 22 May 2018.” This has now been corrected to read: “For a more comprehensive overview see: ‘Appendix A: Web Resource Table’ in Fran Edmonds, Christel Rachinger, Gursharan Singh, Richard Chenhall, Michael Arnold, Poppy de Souza, Susan Lowish, ‘What’s ya Story’: the making of a digital storytelling mobile app with Aboriginal young people, Australian Communications Consumer Action Network, Sydney, 2014, pp. 52-60. See also: ‘iDecolonize: A Review of Indigenous Language-Learning Apps’, available at <https://rising.globalvoices.org/ blog/2013/06/21/idecolonize-a-review-of-indigenous-language-learning-apps/>, accessed 22 May 2018.”."
Unveiling the mary macha archives,Spunner S.,2019,"Perth-based art dealer Mary Macha was engaged with Indigenous art for almost fifty years. She played a critical role in the development of Aboriginal art in Western Australia firstly in the government sector and subsequently as a private dealer. Her clients included Alistair McAlpine (Lord McAlpine) and Robert Holmes a Court. She was the key player in the development of what became known as the East Kimberley School of art and formed a close relationship with the key artists, Paddy Jamanji and Rover Thomas. After her death in 2017, her archive was sorted and collated by her executors with assistance from the University of Melbourne and vested with the Battye Library in Perth."
Locating knowledge,Kutay C.,2019,"This paper arose from a discussion of the richness of languages used to describe different landscapes of Australia and how the landscape provides the affordances for the language created from this land. More importantly, each language embodies its place and associated world view. This paper looks at how information technology (IT) is supporting knowledge-sharing through approaches used in Indigenous community IT practice and projects to enhance multimedia repositories of knowledge. The origin of any archive is important, in terms of access and control of the use of this material, but also it is important in teaching, to provide the context and connectedness when presenting the material. A collection of knowledge resources can be used to recreate online flexible learning environments around engineering on country and traditional knowledge practices. IT can provide an interactive interface for people wishing to learn the material, through games or worksheet-style activities. Various case studies and their analysis illustrate the way IT can be used to share this knowledge in a legitimate manner across landscapes and cultures. In particular the aim is to understand how authentic this approach can be in view of concerns over appropriation or co-option of Aboriginal knowledge."
Deadline 2025: AIATSIS and the audiovisual archive,Ormond-Parker L.,2019,"The Australian Institute of Aboriginal and Torres Strait Islander Studies (AIATSIS), Australia’s archival repository for Aboriginal and Torres Strait Islander cultural heritage, is the nation’s peak body for collecting, recording, archiving and returning Indigenous-related knowledge and information. Since 1964 AIATSIS has amassed the world’s largest collection of print, audio and film materials on Australian First Nations peoples. This paper canvasses the Deadline 2025 campaign for audiovisual collections at risk and the complexities of preserving audiovisual archives. It argues that while the Plan’s institutional focus is essential, equally essential is institutional leadership in establishing integration with commu-nity-held archives, supported by appropriately resourced and skilled community-based partnerships."
Negotiating the born-digital: a problem of search,Winters J.,2019,"Contemporary approaches to the investigation of digital resources are dominated by the paradigm of free-form natural language search, popularised by Google. The Google form of searching has shaped our view of digital possibilities and profoundly affects our search and research habits. Yet in early pioneering work which led to the digital revolution of the 1990s, search was not a major consideration and there was a stronger emphasis on linking files. With the rise of very large born-digital resources such as e-mail archives, Wikileak dumps and web archives, the limitations of Google-type searching are becoming more evident. This paper reviews the limitations of search in exploring born-digital archives and starts to sketch out possible approaches to an alternative. It is suggested that a return to digital roots, by renewing the interest of pioneers such as Vannevar Bush and Ted Nelson in the linking of files, may provide one approach to born-digital archives."
"Appraising, processing, and providing access to email in contemporary literary archives",Schneider J.,2019,"The email of contemporary literary ﬁgures is ripe for research by scholars, and of broad interest to the general public, but can also present many challenges to cultural memory institutions that seek to appraise, process and provide access to this rich archival material. This article explores how ﬁve institutions across the United States, United Kingdom and New Zealand are using ePADD, free and open source software developed by Stanford Libraries that incorporates artiﬁcial intelligence and machine learning to help meet these challenges for email in contemporary English‐language literary collections. Authors and institutions represented include British poet Wendy Cope (The British Library), British novelist Ian McEwan (Harry Ransom Center, University of Texas at Austin), British Indian novelist and essayist Salman Rushdie (Emory University), American poet Robert Creeley (Stanford University) and New Zealand poet and critic Ian Wedde (National Library of New Zealand). The use cases are followed by a discussion identifying lessons learned and areas for further research."
Observing the author–editor relationship: recordkeeping and literary scholarship in dialogue,Bunn J.,2019,"In the call for papers for this special issue, a lack of dialogue was noted between ‘archivists and literary scholars’. This article has arisen from a collaboration across that divide, between two individuals who between them embody multiple identities of archivist and publisher, archival and literary scholar. The purpose of this collaboration was to establish a common frame of reference which would encompass and give equal weight to the concerns and working contexts of both. To assist in this aim, both researchers agreed that neither the field of archives or of literary scholarship would be privileged. The focus in this study is on the relationship between the author and the editor within the academic publishing sector. With these parameters set as the starting point, research questions were drawn up from both perspectives to guide the project. These questions were, to some extent, addressed, but a more important outcome of the process was the development of a common frame of reference in which to continue the dialogue, through a broader and more abstract idea of the scholarly record and not just one of records as material resources for literary scholarship."
After the digital revolution: working with emails and born-digital records in literary and publishers’ archives,Jaillant L.,2019,
The forensic imagination: interdisciplinary approaches to tracing creativity in writers’ born-digital archives,Gooding P.,2019,"In 2013, Matthew Kirschenbaum advocated for increased collaboration between digital archivists and digital humanities specialists to make the most out of born-digital archives. Since then, researchers and archivists have experimented with innovative interfaces for access to writer’s archives that emerge from individual research cultures and practices. Simultaneously, archives such as the British Archive for Contemporary Writing (BACW) at the University of East Anglia (UEA) are beginning to collect the work of authors who work in inventive digital ways. This article will therefore explore the following question: how might archivists, authors and researchers profitably collaborate to explore the nature of creativity in the born-digital archive, so that both digital preservation and digital scholarship take place? In doing so, the authors look to the complementary fields of genetic criticism and digital humanities to inform the development of archival tools as ‘hermeneutical instruments’. They will explore how such instruments might allow us to read horizontally across archival strata, building on an ‘esthetic of the possible’ to develop a ‘jouer avec les fonds’, supported through collaboration between researchers, archivists and writers. Finally, the authors consider how this approach challenges archival practices, and propose forms of collaboration that might address both archival practice and emerging forms of scholarship."
‘Missing Presumed’: computer games and digital adventures in the Colin Smythe/Terry Pratchett Collection,Castrillo M.,2019,"This essay explores the intersections between literature and new media through the lens of the Discworld computer games based on Sir Terry Pratchett’s novels. Although Pratchett was one of the twentieth century’s most successful authors in the English language, he has been largely absent from literary criticism, chiefly because he was and continues to be perceived as a popular author, a writer for the masses. The popularity of his Discworld series of novels led computer game developers to adapt them to new media in the 1980s and 1990s. The Colin Smythe/Terry Pratchett collection at Senate House Library, University of London, provides a treasure trove of information to understand this aspect of Pratchett’s vast literary and publishing output as a result of the survival of invaluable analogue peripheral records, visual and printed sources which document the creative process and Pratchett’s input. The essay argues that although these digital objects have been largely treated as physical objects and have been mostly retained for their artefactual and anecdotal value, the existence of analogue sources provides a unique opportunity to explore them in more detail, taking into account the historical, social and cultural context that enabled their creation to inform their future digital preservation."
Literary archives in the digital age: issues and encounters with Australian writers,Molloy K.,2019,"In considering what constitutes the ideal born-digital literary archive and what interventions are possible, or even necessary, from a collecting institution in determining the make-up and future accessibility of these archives, this article examines, through a set of case studies, the collections and creative methodologies of four Australian writers–Peter Carey, Sonya Hartnett, Alex Miller and Ouyang Yu. The article considers how these writers have negotiated with, and managed, their creative output in the digital space, and how, as a collecting institution, State Library Victoria has responded to their respective requirements of the medium and expectations for how a major institution will deal with their digital collections. Finally, the article examines what practical technologies are necessary to provide a secure digital repository while facilitating access and the delivery of born-digital literary content to the user, both now and into the future."
"From Belgium to The Hague via Berlin and Moscow: documenting war crimes and the quest for international justice, 1919-2019",Lauwers D.,2020,"Exploring new sources on the Great War a hundred years after it ended is a unique and exciting experience for any First World War historian. The very nature of the documents that we are dealing with in the present case makes it even more thrilling: hundreds of investigation and prosecution files documenting the invasion and occupation of Belgium, produced by both military and civil jurisdictions in an effort to prosecute war criminals. These fascinating records–repatriated to Belgium from Moscow in 2002–offer new material on issues such as the German atrocities and everyday life under the occupation, but they also provide highly valuable insights into the history of international criminal law. This exploratory article will trace the unexpected trajectory of these archives, contextualise their creation and highlight some of the treasures they contain. In doing so, this article will attempt to discuss the thorny issue of archive repatriation and the questions this raises from an archival and historical perspective. It also seeks to show that the establishment of an International Criminal Court, despite the fact that it is now being called into question more than ever before, rests on solid and far-reaching historical foundations."
A societal provenance analysis of the First World War service records held at the National Archives of Australia,Condé A.M.,2020,"This article offers a societal provenance analysis of the First World War personal service records held at the National Archives of Australia as Commonwealth Records Series B2455. It describes the communities of people and communities of records with which the series has its origins. Since creation, the records have enabled intricate interactions between individuals, families, government agencies and communities. They have facilitated personal, local, and national processes of grieving and commemoration, and bridged spatial, temporal and emotional distances. They have contributed to national projects such as the Roll of Honour at the Australian War Memorial, and the provision of pensions and support for veterans and their families. Their use by historians continues to shape our understanding of the history of the war. Access to the records helps build new personal identities, and new online communities of users. It is suggested that all these interactions are part of the history of the records we now have. The losses in the records, the gaps and silences, are also identified."
"Archives and trails from the First World War: repurposing imperial records of North African and Indian soldiers in Palestine and Syria, 1917-1923",Reddy S.,2020,"First World War scholars more or less agree on the limitations imposed by archival sources on the study of North African and Indian troops. Conventional methods to find ‘the voice’ of the soldier do not apply in this case and the scarcity of records partly explains why so little is written. So, what opportunities are there in such an endeavour? This article argues for the need to decolonise military archives from the Great War era. That is to say, to use information that was originally gathered to serve narrow military interests as a means to understand the war experiences of the colonial soldiers. These sources, largely official records, bearing stamps of the past regimes, cannot be separated from the context or intent of their production. Nonetheless, they must not be overlooked as new historiographical demands make it necessary to read colonial archives for evidence of their context. Failing to draw from, and reflect upon, colonial era records on the Great War, despite their shortcomings, is tantamount to condemning valuable aspects of global history to oblivion. In turn, acknowledging these shortcomings, paradoxically, lends greater value to such sources as the colonial context in which they were produced becomes observable."
Archives and the Australian Great War centenary: retrospect and prospect,Piggott M.,2020,"Based on a keynote address to the 2018 International Society for First World War Studies conference, the author’s survey of a centenary of archival endeavour comprises four time periods and two themes. It highlights the unique role of the Australian War Memorial and its initial documentation priorities favouring Dr C.E.W. Bean’s official war history, the battlefront and the war dead. A post-centenary open-ended aftermath is also discussed covering processing backlogs, the prospective idea of ‘digital breakthrough’ and the archival implications of ever-widening understandings of the war and its endless aftermaths. The paper ends with an appeal for new voices in researching the documentation of Australia’s Great War experience."
Engaging with war records: archival histories and historical practice,Ziino B.,2020,
Recording the war effort: immigrant communities in Latin America and the memory of the Great War,Tato M.I.,2020,"This paper aims to analyse the initiatives undertaken by some immigrant communities residing in Latin America to record their mobilisation around the First World War. After the armistice, European communities in Argentina, Bolivia, Brazil, Chile, Mexico, Paraguay, Peru, Uruguay and other countries gathered detailed information about their activities during the conflict, published as profusely illustrated books of remembrance, offered to their governments as proof of their loyalty. The article intends to establish the peculiar nature of these publications as records of the war effort, and analyse the agents and processes of their elaboration, and their role as commemorative but also as archival documents."
The historian activist and the Gift to the Nation project: preserving the records of the Australian Red Cross,Oppenheimer M.,2020,"In 2014, as part of their centenary celebrations, the Australian Red Cross initiated a project in which it transferred archives to various national, state and territory institutions across Australia including the University of Melbourne Archives and the State Library of New South Wales. The transfer of this voluminous (but not complete) collection built on earlier transfers of archives to the State Library of South Australia and the Australian War Memorial. This paper charts the origins of the plan to donate the records to public repositories. It interrogates the societal provenance of those collections, recognising that the pluralising of records is an historical process, in which the agency of archivists, historians and administrators must be understood. An investigation of Red Cross records in Australia exposes that process in its contingency, inertia and, ultimately, enthusiasm. The paper also reveals the challenges faced by voluntary organisations in preserving their records, and how historians and archivists both can benefit from assisting such organisations. Finally, this paper argues that the ‘Gift to the Nation’ project, with its national and international significance, reflects a shift in our understanding of the First World War to a transnational paradigm that recognises the important role of voluntary organisations."
Of sentimental value: collecting personal diaries from the First World War,Edmonds E.,2020,"Weeks after the Armistice was declared, Principal Librarian William Ifould of the Public Library of New South Wales recommended to Library Trustees that the institution begin to collect ‘private and official documents’ produced during the war. By early December 1918, advertisements began to appear in Australian and New Zealand newspapers, encouraging returning soldiers to sell their personal diaries to the Library. Known as the European War Collecting Project, this acquisition program was the first of its kind in Australia. This paper explores the Library’s acquisition of personal diaries written by those who served and analyses the appraisal methodologies carried out by State Library staff. This case study underscores the recent archival debate which has re-assessed the role of archivists in assessment, appraisal, preservation (and privileging) of some collections over others and argues that archivists mediate and consequently shape the collections in their institutions."
Recordkeeping in the First Australian Imperial Force: the political imperative,Dalgleish P.,2020,"Recordkeeping systems develop under the influence of their environment. An organisation’s compilation of records, their form, content and dissemination can be in response to external factors. How the recordkeeping administration of the First Australian Imperial Force (AIF) developed, expanded and changed over time is illustrative of the influences on the creation of records. The administration of the First Australian Imperial Force, including its recordkeeping, developed in an environment of heated political debate in Australia over that nation’s participation in the war and two failed attempts to introduce conscription. Circumstances in late 1915 combined to force a reluctant Australian government to intervene in the detail of AIF records administration in Egypt despite the government’s expectation that involvement at such a level in AIF management abroad would be unnecessary. This article examines the circumstances at work in Australia that led to such an intervention. It describes the events leading to the decision and traces the causes for the decision to factors in the political, social and military context."
Taking archives to the people: an examination of public programs in the National Archives of the Eastern and Southern Africa Regional Branch of the International Council on Archives,Saurombe N.,2020,"Archives serve as society’s collective memory in so far as they provide evidence of the past and promote accountability and transparency of past actions. An appreciation of archives would then result in citizens linking archival records with their identity, history, civic duty and cultural heritage. However, research in Eastern and Southern Africa indicates that most citizens are unaware of archives and rarely use them. Apart from financial constraints, this is often associated with inadequate outreach programs. Taking archives to the people (promoting archives) is one way of making citizens aware of archival holdings and facilitating access and use of these resources. Through the application of three research techniques, this article shows that, although the number of archival users in this region is declining, public programming initiatives were not prioritised. Reasons for this included lack of policies; shortage of staff; lack of skills; reluctance to rope in technology in public programming initiatives; working in silos; and budgetary constraints. This article recommends a framework that may help archivists in the Eastern and Southern Regional Branch of the International Council on Archives region to raise awareness about public archival repositories, despite the existing challenges."
A trauma-informed approach to managing archives: a new online course,Laurent N.,2020,"This article discusses the development of a new online training course, A trauma-informed approach to managing archives, for the Australian Society of Archivists. It outlines why such a course is needed, who its audience is, and provides a brief overview of what is covered. Trauma is pervasive and affects everyone, and this course provides information and training materials about what this means for archives and how archivists can better support people having a trauma reaction. It introduces the concept of trauma-informed practice, expands on that notion to outline what trauma-informed archival practice may look like, and also discusses vicarious trauma and the impacts this may have on archives workers. The article provides information about when the course will be available, and how people will be able to access the course."
The end of archival ideas?,Frings-Hessami V.,2020,
Facebook is creating records — but who is managing them?,Glassman D.,2020,"Facebook is creating records from the data that users are pouring into their profiles. This paper examines Facebook’s data practices in the context of record creation through the theoretical lens of the Records Continuum Model. Three stakeholder groups are identified in record creation: the users, the site, and third-party platform participants. This paper analyses Facebook’s data sharing practices in conjunction with the Cambridge Analytica scandal, and the new General Data Protection Regulation (GDPR)."
"Archival practices in Early Modern Spain: transformation, destruction and (re)construction of family archives in the Canary Islands",Gutiérrez-de-Armas J.,2020,"The Canary Islands were conquered from the aboriginal population and colonised in the fifteenth century. This process subjected its inhabitants to the Castilian legal framework, in which evidence of ownership was demanded through documentary proof. Archives, therefore, proliferated in the new territory as a necessity to demonstrate, prove and preserve privileges and patrimony. At the same time, the ‘value’ of archives made them targets for destruction, theft or seizure in situations of social, political, military and family conflict. Moreover, Canary Island archives were affected by natural causes and natural disasters. Within this context, the present paper focuses on the transformations caused by these factors in family archives. The paper aims to explain how, in cases of damage or destruction, families struggled to reconstruct their archives in order to manage and defend their patrimony and family memory. Drawing on different examples, this paper offers empirical evidence on the multicontextualism of these archives. The results demonstrate that several family archives in the Canary Islands are (re)constructions from the seventeenth and eighteenth centuries. Moreover, the archival practices can be framed within a progressive inclusion in the islands of the ‘New Archive Culture’ from mainland Spain."
"Authenticity in places of belonging: community collective memory as a complex, adaptive recordkeeping system",Battley B.,2020,"As archivists, we aim to preserve community records for the future, putting them in boxes in secure repositories to save them from the damaging effects of everyday wear and tear. However, recent research shows a community itself acts as a complex, adaptive recordkeeping system that maintains records through networks that include personal relationships, cultural practices, stories, embodied knowledge, repeated events and special places. Removing records from communities without taking these elements into account assumes our recordkeeping methods are superior to the community’s existing systems, constructs barriers between the community and its records, and removes much of the records’ context."
Another archive is possible,Palacios B.B.,2020,"There’s a classic motto that reads like this: Another world is possible. The aim of this study is to reflect: Is another archive possible? Are the archives created with the collection of material from social movements, such as the 15 M movement in Spain, or from the public’s repulsion towards terrorist attacks, as happened with the September 11 terrorist attack in the United States, or the 11 March 2004 (11M) attack in Madrid, really archives? This is what the author will investigate in this paper."
Reconstituting ‘the archives of silence’: how to ‘recreate’ slavery and slave trade archives,Pairault L.G.,2020,"Records of the slave trade are almost exclusively those of the slave-traders: the silence of the victims is deafening. There is a dearth of contributions from the slaves themselves in documents relating to the slave trade, most of which dealt with administrative or business issues and all of which were produced by the perpetrators rather than by the victims of slavery. Any testimonials from the slave perspective are very precious. One of these is a long unpublished manuscript, the critical edition of which was first published most recently: the ‘Memoirs’ of Claude-Vincent Polony (1756–1828), a French officer who took part in three slave trading expeditions between the African Coast and Santo-Domingo. The document recounts several tragic events, including the tale of an African princess reduced to slavery. So impressed was Polony by her majesty and dignity that he was keen to know more about her life and capture. He recorded her story, enabling the victim’s tale to reach our times. Taking into account the issues raised by stories coming from the mouths of slaves, and the reliability and credibility of such texts, this article discusses how this kind of precious documents may be used to reconstitute the ‘missing pages’ of history."
Sitting in limbo or being the flaming Phoenix: the relevance of the archival discipline to the admissibility of digital evidence in China,Pan W.,2020,"This article presents a review of the progress made in the digital transition in China, especially in light of the fact that admissibility of digital records in legal proceedings is a critical factor in such transition. It discusses the Chinese legal system and the rules governing the admissibility of both paper and digital records as well as the reasons why evidence collection and preservation by a third party has become a popular approach to guarantee the integrity of the records and improve their chances of admissibility in a court of law. In this context, this article then discusses how the InterPARES Trust PaaST model can help address some of the issues, thus, demonstrating the relevance of archival knowledge to the digital transition."
Applying user centred design to Archives,Smith M.,2020,"The City of Sydney adopted a user centred design approach to transform its archives systems and processes to meet user needs. Key to the transformation was a project to design and implement a new archives management system, complete with digital preservation functionality and a publicly accessible user portal. This paper examines tensions between archival practice and the user experience, and what actually happens when the user is placed at the centre of design initiatives."
Re-designing the Archive,Frings-Hessami V.,2020,
Decolonising the archives: languages as enablers and barriers to accessing public archives in South Africa,Schellnack-Kelly I.S.,2020,"Under a democratic dispensation in South Africa, which recognises eleven official languages, language is still used to divide and segregate people and different cultures. The examples of how languages have divided South Africa from colonial times to the current dispensation are evident in archival collections housed by the country’s public archives services. A qualitative study was undertaken to identify all the languages of the different archival collections held by the public archives services in South Africa. Utilising a postmodernist ontology, this paper investigates the challenges pertaining to the large volumes of collections where access is restricted due to language barriers with limited assistance to provide translation services."
#Cuéntalo: the path between archival activism and the social archive(s),Ruiz Gómez V.,2020,"The goal of this article is to explain our experience, as Society of Catalan Archivists and Records Managers (AAC) members, in the field of social web archiving. To that end, we have structured it in three main parts, the first of which is to show the importance of archival science as a political tool in the framework of the information society. The second part focuses on the path followed by the AAC from its first steps taken to preserve social web hashtags, in order to gain technical expertise, to the reflection on the theoretical background required to go beyond the mere collection of social web content that led us to the definition of a new type of archival fonds: the social fonds. Finally, the third part sets out the case study of #Cuéntalo. Thanks to our previous experiences, this hashtag, created to denounce male violence, enabled us to design a more robust project that not only included the gathering and preservation of data but also a vast auto-categorisation exercise using a natural language processing algorithm that assisted in the design of a dynamic and startling data visualisation covering the 160,000 original tweets involved."
Closing the narrative gap: social media as a tool to reconcile institutional archival narratives with Indigenous counter-narratives,Barrowcliffe R.,2021,"Archives are an integral component in the formation of a nation’s historical narratives. They are both repositories and sources of a nation’s evidence of events. Institutional archives have been striving to incorporate equity and social justice for Indigenous peoples but their practice is still heavily skewed to colonists’ perspectives. In this article, the author uses critical race theory to examine the social media narratives of Australia’s institutional archives during National Reconciliation Week, coinciding with the 2020 Black Lives Matter uprising. She uses the concept of counter-narrative to demonstrate the gaps between narratives about Indigenous peoples and those by Indigenous peoples in contemporary archival narratives as portrayed in social media. She argues that to truly achieve equity and social justice for Indigenous peoples, archives must engage with Indigenous counter-narratives in their collecting and exhibiting practices and bring the institutional and Indigenous narratives closer together."
"Correction to: Towards Transformative Practice in Out of Home Care: Chartering Rights in Recordkeeping (Archives and Manuscripts, (2021), 49, 3, (186-207), 10.1080/01576895.2021.1954041)",,2021,"Article title: Towards Transformative Practice in Out of Home Care: Chartering Rights in Recordkeeping Author: Frank Golding, Sue McKemmish and Barbara Reed Journal: Archives and Manuscripts DOI: 10.1080/01576895.2021.1954041 When the above article was first published online, the appendices were incorrectly tagged as supplementary material and were missing in the published version. Below are the missing appendices that have been added at the end of the updated version of the article:."
The Indigenous Archives Collective position statement on the right of reply to Indigenous knowledges and information held in archives,,2021,
Activating and supporting the Tandanya Adelaide Declaration on Indigenous Archives,Barrowcliffe R.,2021,"This article discusses opportunities for activating and supporting the International Council on Archives Tandanya–Adelaide Declaration on Indigenous Archives. It discusses the background and context of the Declaration and reflects on pathways for it to be enacted. This article draws from a panel discussion ‘Supporting and Activating the Adelaide Tandanya Declaration on Indigenous Archives’ hosted by the Australian Society of Archivists (ASA) in September 2020. It explores questions of mobilising action to support the Declaration in an Indigenous Australian context. It examines key themes and issues relating to the importance of ongoing dialogue and Indigenous leadership in actioning and expanding the five key themes of the statement of 1) Knowledge authorities 2) Property and ownership 3) Recognition and identity 4) Research and access, and 5) Self-determination. It concludes with a discussion and recommendations for further action to support the activation of the Tandanya–Adelaide Declaration."
"‘La Tour de Babel,’ 35 years later: challenges and tools relating to the translation of archival terminology from English to French",Soum-Paris P.,2021,"In 1985, Michel Duchein published ‘Les Archives dans la Tour de Babel: Problèmes de Terminologie Archivistique Internationale’ in La Gazette des Archives. To this day, his article remains the most articulate expression of the difficulties linked to the translation of archival terminology between French and English. It was written as a reaction to the publication of the Dictionary of Archival Terminology by the International Council on Archives (1984). Departing from Duchein’s work, this article assesses the current situation regarding the translation of archival terminology from English to French. The article mainly considers four existing tools dealing exclusively with archival terminology: the Elsevier Lexicon of Archive Terminology (1964), the International Council on Archives’ Dictionary of Archival Terminology (1984), the Association Française de Normalisation’s Vocabulaire des Archives (1986) and the International Council on Archives’ Multilingual Archival Terminology database (2012- …). This article is based on an analysis of the strengths and weaknesses of each tool, and on practical tests carried out during the translation of a corpus of texts for Comma, the journal of the International Council on Archives. This article intends to show that the existing tools for translating archival terminology from English to French lack either up-to-date content or reliability."
